Nummer;TAN;START;END;Interviewdauer [sec];STATUS;STATUS_TEXT;current_Q;Q1A1;Q2;Q3;Q4;Q5;Q6;Q7A1_1;Q7A2_1;Q7A3_1;Q7A4_1;Q7A5_1;Q7A6_1;Q7A7_1;Q7A8_1;Q7A9_1;Q7A10_1;Q7A11_1;Q7A12_1;Q8A1_1;Q8A2_1;Q8A3_1;Q8A4_1;Q8A5_1;Q8A6_1;Q8A7_1;Q8A8_1;Q8A9_1;Q8A10_1;Q8A11_1;Q8A12_1;Q8A13_1;Q8A14_1;Q8A15_1;Q8A16_1;Q8A17_1;Q8A18_1;Q9A1_1;Q9A2_1;Q9A3_1;Q9A4_1;Q9A5_1;Q9A6_1;Q9A7_1;Q9A8_1;Q9A9_1;Q9A10_1;Q9A11_1;Q9A12_1;Q9A13_1;Q9A14_1;Q9A15_1;Q9A16_1;Q9A17_1;Q9A18_1;Q9A19_1;Q9A20_1;Q9A21_1;Q9A22_1;Q10A1_1;Q10A2_1;Q10A3_1;Q10A4_1;Q10A5_1;Q10A6_1;Q10A7_1;Q10A8_1;Q10A9_1;Q10A10_1;Q10A11_1;Q10A12_1;Q10A13_1;Q10A14_1;Q10A15_1;Q10A16_1;Q10A17_1;Q11A1_1;Q11A2_1;Q11A3_1;Q11A4_1;Q11A5_1;Q11A6_1;Q11A7_1;Q11A8_1;Q11A9_1;Q11A10_1;Q11A11_1;Q11A12_1;Q11A13_1;Q11A14_1;Q11A15_1;Q11A16_1;Q12A1_1;Q12A2_1;Q12A3_1;Q12A4_1;Q12A5_1;Q12A6_1;Q12A7_1;Q12A8_1;Q12A9_1;Q12A10_1;Q12A11_1;Q12A12_1;Q12A13_1;Q12A14_1;Q12A15_1;Q12A16_1;Q12A17_1;Q13A1_1;Q13A2_1;Q13A3_1;Q13A4_1;Q13A5_1;Q13A6_1;Q13A7_1;Q13A8_1;Q13A9_1;Q13A10_1;Q13A11_1;Q13A12_1;Q13A13_1;Q13A14_1;Q13A15_1;Q13A16_1;Q13A17_1;Q13A18_1;Q13A19_1;Q13A20_1;Q13A21_1;Q14A1_1;Q14A2_1;Q14A3_1;Q14A4_1;Q14A5_1;Q14A6_1;Q14A7_1;Q14A8_1;Q14A9_1;Q14A10_1;Q14A11_1;Q14A12_1;Q14A13_1;Q15A1_1;Q15A2_1;Q15A3_1;Q15A4_1;Q15A5_1;Q15A6_1;Q15A7_1;Q15A8_1;Q15A9_1;Q15A10_1;Q15A11_1;Q15A12_1;Q15A13_1;Q15A14_1;Q17A1_1;Q17A2_1;Q17A3_1;Q17A4_1;Q17A5_1;Q17A6_1;Q17A7_1;Q17A8_1;Q17A9_1;Q17A10_1;Q17A11_1;Q17A12_1;Q17A13_1;Q17A14_1;Q17A15_1;Q17A16_1;Q17A17_1;Q17A18_1;Q17A19_1;Q18A1;Q18A2;Q18A3;Q18A4;Q18A5;Q18A6;Q18A7;Q18A8;Q18A9;Q18A10;Q18A11;Q18A12;Q18A13;Q18A14;Q18A15;Q18A16;Q18A17;Q18A18;Q18A19;Q19A1_1;Q19A2_1;Q19A3_1;Q19A4_1;Q19A5_1;Q19A6_1;Q19A7_1;Q19A8_1;Q19A9_1;Q19A10_1;Q19A11_1;Q19A12_1;Q19A13_1;Q19A14_1;Q19A15_1;Q19A16_1;Q19A17_1;Q19A18_1;Q19A19_1;Q20A1_1;Q20A2_1;Q20A3_1;Q20A4_1;Q20A5_1;Q20A6_1;Q20A7_1;Q20A8_1;Q20A9_1;Q20A10_1;Q20A11_1;Q20A12_1;Q20A13_1;Q20A14_1;Q20A15_1;Q20A16_1;Q20A17_1;Q20A18_1;tic;QUESTION_ORDER
1394;1394;11:05:01 06.09.2021;11:29:42 06.09.2021;1480;5;;20;1;6;1;8;14;6;2;1;1;1;1;1;2;4;1;1;1;1;3;3;4;4;2;4;3;3;4;4;4;4;3;3;3;4;3;4;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;5;3;3;3;3;3;3;3;2;5;3;3;3;3;3;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;2;2;2;2;2;4;3;4;2;4;2;4;4;4;4;4;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;6135bfb16cfe070001067f20;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1395;1395;11:05:14 06.09.2021;11:22:20 06.09.2021;1026;5;;20;1;4;1;6;2;4;2;1;4;4;3;1;2;3;3;2;3;4;4;5;4;5;5;4;3;2;4;4;2;4;4;3;2;3;3;5;1;4;3;4;4;3;5;3;2;1;1;1;2;2;3;1;1;1;3;4;4;2;5;2;2;3;1;6;1;1;1;5;3;3;5;5;2;2;5;2;1;1;3;1;3;2;1;1;1;1;1;1;3;3;4;6;3;5;3;3;6;5;5;4;5;5;5;4;4;5;5;5;5;5;5;5;5;3;1;5;4;4;2;5;2;2;4;4;1;3;5;5;1;4;3;4;4;2;4;2;4;5;4;3;2;4;3;4;3;3;2;2;4;1;5;4;4;5;4;5;4;4;2;1;1;1;2;1;3;4;1;1;3;3;1;1;1;3;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;2;2;2;4;4;1;5;3;4;5;5;3;2;5;5;3;4;4;4;4;4;4;5;3;4;3;3;4;4;2;3;2;1;1;4;4;2;6135bf967b8b9c0001383e37;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1396;1396;11:05:25 06.09.2021;11:09:33 06.09.2021;248;5;;20;1;2;1;2;2;6;3;3;4;3;3;3;4;4;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;6;4;2;5;3;3;3;2;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;6135bf967b8b9c0001383e47;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1397;1397;11:06:02 06.09.2021;11:12:10 06.09.2021;368;5;;20;1;2;2;2;1;5;2;4;4;2;1;1;2;4;2;1;2;2;2;1;2;2;4;3;3;3;2;2;3;3;3;2;3;2;3;3;3;2;3;2;2;3;2;2;2;3;3;2;3;3;2;3;2;4;3;4;2;3;4;3;4;4;2;2;3;3;3;3;3;2;2;2;3;4;2;3;2;2;3;3;3;3;3;2;3;2;3;2;2;2;3;2;3;3;2;4;3;3;3;2;2;3;2;4;3;2;2;3;2;3;3;3;3;3;2;2;3;3;3;2;3;2;3;3;2;2;3;2;2;3;2;1;2;3;2;2;3;2;2;2;2;2;2;3;3;2;2;3;2;2;5;3;4;3;2;4;4;3;3;4;4;4;4;4;3;4;3;4;2;4;3;4;3;3;3;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;3;2;4;4;2;3;3;3;3;2;3;3;3;3;4;3;3;3;2;3;4;3;1;2;3;3;3;3;2;2;5;3;2;3;2;3;6135bf9b7b8b9c0001383fec;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1398;1398;11:07:07 06.09.2021;11:18:18 06.09.2021;670;5;;20;1;6;2;4;15;8;1;2;4;1;1;1;3;1;1;1;1;1;3;5;2;4;4;1;5;2;2;2;1;5;5;1;5;1;1;1;1;5;3;1;4;2;2;3;2;2;2;1;1;3;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;3;2;2;2;2;2;2;2;2;2;2;1;5;5;5;5;5;5;5;5;5;5;5;3;1;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;2;2;1;2;1;5;1;3;5;1;1;3;1;3;1;1;1;1;3;3;1;1;1;4;1;1;1;1;1;1;1;5;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;4;5;5;5;5;5;4;4;4;4;5;4;4;5;4;4;5;5;4;4;4;4;3;4;4;1;1;5;5;4;1;4;1;1;1;1;1;6135bfde7b8b9c00013847fb;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1399;1399;11:08:00 06.09.2021;11:18:21 06.09.2021;620;5;;20;1;6;1;2;1;4;3;1;4;1;1;1;1;1;1;1;1;1;4;1;1;5;5;3;1;5;5;5;5;5;4;4;1;5;5;4;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;3;3;1;3;1;1;1;1;1;3;3;3;4;4;4;4;4;4;2;2;2;2;5;3;3;5;3;3;3;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;3;5;3;3;3;4;4;3;3;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;3;6135bfb17b8b9c00013845df;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1400;1400;11:09:14 06.09.2021;11:38:21 06.09.2021;1747;5;;20;1;4;1;2;1;6;3;1;2;1;1;1;1;1;1;1;1;1;4;3;3;3;3;2;3;4;3;3;4;3;3;4;3;2;4;5;1;2;2;2;2;2;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3;3;4;3;2;2;3;3;2;4;3;5;3;4;3;4;5;4;3;4;5;3;4;4;3;4;3;3;3;3;3;3;2;2;2;2;2;2;2;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;5;4;4;3;4;4;5;4;4;3;4;4;5;5;5;4;4;4;5;4;4;3;4;4;3;4;3;4;5;5;4;3;4;4;4;5;6135bf957b8b9c0001383dce;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1401;1401;11:11:09 06.09.2021;11:34:09 06.09.2021;1380;5;;20;1;6;1;2;2;5;4;1;2;1;1;1;2;1;1;1;1;1;4;5;5;4;4;2;3;4;4;3;4;5;5;4;5;3;2;2;1;2;4;2;4;4;3;1;1;3;1;1;1;3;1;1;1;1;2;1;2;1;2;1;2;1;1;4;2;2;2;3;3;1;1;1;1;1;1;2;2;5;3;4;4;1;4;2;1;2;2;2;1;1;2;2;1;1;1;1;3;3;3;3;2;2;2;1;1;1;1;1;5;2;1;1;5;5;1;2;2;1;2;1;1;1;5;5;1;2;1;1;1;4;5;5;5;4;2;1;1;2;4;4;5;4;5;5;5;5;5;5;5;1;5;5;5;5;5;5;1;1;1;3;3;1;3;2;3;4;1;1;1;1;1;4;1;4;5;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;2;5;5;5;3;2;5;5;5;5;5;5;5;5;4;3;1;5;2;4;4;5;5;5;4;1;4;1;5;1;1;5;4;1;1;1;1;6135bfaf6cfe070001067ea0;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1402;1402;11:11:23 06.09.2021;11:25:01 06.09.2021;818;5;;20;1;6;1;9;2;5;3;1;1;2;1;1;2;1;1;1;1;1;3;3;4;4;4;1;3;3;4;3;4;3;4;4;4;4;4;1;1;3;3;1;3;1;1;1;1;3;1;1;1;3;1;1;1;1;1;1;1;1;1;2;2;2;2;5;2;2;2;2;2;2;1;1;2;2;2;3;1;1;1;3;1;1;5;1;1;5;1;1;5;1;3;1;1;1;4;4;5;2;2;4;1;2;2;5;5;1;1;1;3;1;1;1;1;1;1;1;1;1;3;1;1;1;5;3;1;1;1;1;1;2;4;4;4;4;3;5;5;5;5;5;5;4;5;5;5;1;1;5;1;3;5;3;3;3;3;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;4;4;4;4;4;4;1;4;4;1;3;4;4;4;1;1;4;1;1;4;1;1;6135bfb16cfe070001067f24;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1403;1403;11:12:06 06.09.2021;11:32:18 06.09.2021;1209;5;;20;1;6;1;1;2;6;2;1;2;1;1;1;1;3;1;1;1;1;2;4;4;4;4;2;2;4;4;2;4;2;4;2;4;2;4;2;1;2;3;1;2;1;1;1;1;2;1;2;1;2;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;1;1;3;2;2;1;1;5;1;1;1;1;1;3;1;1;3;4;1;1;1;2;2;2;2;3;3;2;3;3;2;2;2;5;1;1;1;1;1;1;5;1;5;1;1;1;1;4;5;1;2;1;1;1;2;4;1;1;4;1;1;1;2;5;4;5;4;4;4;4;3;2;4;4;3;5;2;4;5;3;5;1;1;4;1;3;1;1;1;1;3;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;4;3;1;1;3;1;3;1;4;1;4;4;1;1;1;4;1;1;3;4;4;3;1;1;3;1;4;1;1;1;1;4;1;1;6135bfb06cfe070001067ec9;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1404;1404;11:12:07 06.09.2021;11:23:34 06.09.2021;686;5;;20;1;6;1;2;9;5;2;1;2;1;1;1;1;3;1;1;1;1;2;5;5;5;5;5;4;4;5;5;2;4;5;5;5;5;1;5;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2;2;2;2;5;2;2;2;4;2;2;2;2;2;2;2;5;5;5;5;5;5;5;5;1;1;5;5;1;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;1;1;1;4;4;4;5;5;5;5;1;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;6135bfaf7b8b9c0001384573;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1407;1407;11:16:49 06.09.2021;11:42:31 06.09.2021;1542;5;;20;1;6;2;2;2;5;1;1;3;1;1;1;2;1;1;1;1;1;3;4;5;4;4;3;3;4;3;3;3;3;4;3;2;2;3;2;3;3;3;2;3;3;4;2;3;3;3;2;2;3;3;2;1;3;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;1;2;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;5;5;1;1;5;5;1;3;1;1;1;1;5;3;2;2;5;2;1;1;1;5;4;4;4;4;2;1;2;3;4;5;3;3;4;3;3;3;3;2;4;4;5;4;4;4;4;4;1;3;3;1;4;3;1;2;2;4;1;1;1;1;1;1;1;2;5;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;4;5;5;5;5;5;5;5;5;5;4;5;4;5;5;5;5;5;5;4;5;5;4;3;5;3;4;4;5;5;4;4;3;1;3;3;1;6135bfb06cfe070001067ef8;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1408;1408;11:16:52 06.09.2021;11:33:42 06.09.2021;1010;5;;20;1;6;2;4;2;6;3;1;2;2;1;1;1;1;1;1;1;1;4;5;5;5;4;2;2;5;4;3;4;1;3;2;3;2;4;2;1;2;3;2;2;1;1;1;1;1;1;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;4;2;2;3;2;3;2;1;1;2;2;2;2;1;2;1;3;3;1;2;1;1;2;1;2;5;4;2;1;5;5;5;1;4;1;1;1;1;4;1;1;1;1;1;1;5;5;5;5;5;5;3;5;3;3;1;1;1;4;5;2;1;4;4;4;2;3;5;1;3;5;3;2;3;3;4;5;5;5;3;4;4;4;3;4;4;4;5;3;4;5;5;5;2;4;2;1;3;3;4;4;4;4;3;2;2;3;4;3;2;1;4;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;5;5;4;4;4;5;5;5;5;5;1;5;5;5;5;5;5;5;5;4;4;4;5;5;5;1;3;4;5;3;3;5;4;4;5;4;1;6135bfdd6cfe070001068177;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1409;1409;11:16:54 06.09.2021;11:50:01 06.09.2021;1987;5;;20;1;5;1;4;2;6;3;3;3;3;4;1;2;3;2;1;1;2;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;3;3;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;3;2;1;1;1;1;1;1;2;2;2;4;4;4;4;4;3;3;4;3;1;4;4;3;4;4;4;4;3;6;4;2;4;4;4;4;4;4;4;4;4;5;5;3;3;5;5;3;5;4;4;3;5;3;3;5;5;4;4;3;3;3;4;4;4;4;4;2;3;2;3;4;4;4;4;3;4;4;4;4;4;4;4;5;4;3;3;3;3;3;4;4;3;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;4;3;3;5;5;4;5;5;5;5;5;5;5;5;5;4;5;5;5;3;3;3;4;4;5;3;5;5;5;5;5;4;5;5;4;5;2;6135bfa86cfe070001067cf7;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1411;1411;11:18:37 06.09.2021;11:24:50 06.09.2021;373;5;;20;1;3;1;2;2;7;1;1;3;1;1;1;4;4;4;1;1;1;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;3;2;2;2;2;3;2;2;2;2;2;2;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;4;2;5;3;2;2;4;3;3;3;5;5;2;3;2;2;2;4;4;4;4;4;4;4;3;3;4;4;4;4;3;3;3;3;3;3;3;3;5;3;3;3;3;3;2;3;3;2;4;4;3;3;3;3;2;2;2;3;2;2;2;2;2;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6135bf987b8b9c0001383ea9;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1413;1413;11:19:34 06.09.2021;11:49:03 06.09.2021;1769;5;;20;1;4;2;2;2;6;2;1;3;2;1;1;3;3;1;1;1;1;4;5;5;5;4;3;3;4;3;5;2;3;5;4;4;5;4;2;2;3;3;1;3;2;2;2;1;1;1;1;1;3;2;2;2;1;2;1;2;1;1;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;5;3;5;4;5;5;5;4;5;4;4;4;3;5;5;3;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;2;5;5;4;1;1;1;4;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;4;5;5;5;4;5;5;5;5;5;5;5;5;5;3;5;3;3;1;4;5;2;3;4;4;5;4;1;5;5;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6135bfa36cfe070001067b9c;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1414;1414;11:21:44 06.09.2021;11:47:39 06.09.2021;1555;5;;20;1;4;1;6;11;7;1;1;4;4;1;1;4;4;1;1;1;1;5;5;4;5;4;2;3;4;4;4;4;3;4;4;2;1;1;1;2;3;3;1;3;1;2;2;2;1;1;1;1;1;1;2;2;1;1;2;1;1;4;2;2;2;2;5;2;2;2;2;4;2;4;2;4;4;2;1;1;2;2;2;2;1;2;1;1;2;2;1;3;2;4;6;6;6;6;6;6;6;4;5;4;5;4;5;4;5;6;6;5;5;3;2;4;1;1;4;3;1;5;5;1;5;5;5;4;5;5;4;1;5;5;5;5;4;4;4;4;5;5;5;5;5;3;4;3;3;3;3;3;1;5;3;3;3;3;4;2;1;2;2;1;1;1;1;3;5;1;1;3;1;5;1;1;3;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;3;3;4;2;3;3;3;4;4;2;1;4;4;1;2;3;2;6135bf926cfe070001067724;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1416;1416;11:24:10 06.09.2021;11:38:52 06.09.2021;880;5;;20;1;6;1;2;1;7;2;2;2;2;2;1;3;3;1;2;1;2;4;5;4;4;5;2;2;4;5;3;4;2;2;2;5;2;4;2;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;2;1;1;5;2;2;1;5;2;2;1;1;2;1;2;1;1;3;2;5;3;1;3;1;1;1;2;1;5;1;2;4;3;3;4;3;4;2;2;2;4;2;4;1;1;2;2;1;5;1;1;1;5;1;1;5;1;1;1;1;1;5;5;5;1;1;5;1;1;4;4;1;1;4;3;4;3;4;5;3;4;4;5;4;4;4;3;2;3;4;5;4;5;5;4;5;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;5;4;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;2;2;4;5;5;4;1;4;5;5;3;3;3;4;2;5;1;2;6135bfb06cfe070001067efb;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1417;1417;11:28:13 06.09.2021;11:34:30 06.09.2021;377;5;;20;1;2;1;2;1;8;3;3;3;3;2;1;1;3;1;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;5;5;5;5;3;5;5;5;5;5;5;5;5;5;1;5;5;5;1;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;3;4;4;5;4;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6135bf916cfe0700010676de;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1419;1419;11:29:22 06.09.2021;11:51:24 06.09.2021;1321;5;;20;1;6;1;8;1;7;4;1;2;3;1;1;3;1;1;1;1;2;2;4;3;4;4;1;2;4;4;4;4;2;4;2;5;3;4;2;1;1;3;2;3;1;1;1;1;2;1;1;1;3;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;4;2;4;1;1;1;2;2;2;1;1;3;3;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;3;1;1;3;2;3;2;1;1;1;1;1;3;2;1;1;5;5;2;2;2;2;3;3;3;1;5;5;1;2;1;1;1;3;3;3;1;2;2;1;1;1;1;1;2;3;5;4;4;3;2;3;2;5;5;5;5;5;4;4;1;1;1;1;2;2;2;1;3;3;1;1;1;1;1;1;1;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;5;5;5;5;4;4;5;5;5;3;1;4;1;3;3;4;5;5;5;4;4;3;4;5;4;3;3;4;4;5;2;3;3;3;3;3;3;6135bfda6cfe07000106809c;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1421;1421;11:33:31 06.09.2021;11:45:44 06.09.2021;733;5;;20;1;5;2;2;1;6;3;2;1;1;1;1;1;2;1;1;1;1;3;2;1;2;3;1;4;3;1;3;3;5;2;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;5;2;2;2;4;2;2;1;1;1;2;2;1;1;1;1;3;1;1;1;1;1;1;3;1;5;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;3;3;4;4;1;2;3;1;1;1;1;1;5;3;5;5;1;1;1;3;5;2;2;4;5;5;5;5;3;3;5;3;2;1;1;1;1;5;3;1;5;3;5;4;4;3;1;5;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;5;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;3;5;5;3;3;5;5;5;5;5;5;5;5;5;4;4;4;2;1;1;1;4;1;1;1;5;5;5;1;1;1;1;1;5;5;3;6135bfab6cfe070001067e07;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
